5.586881031436063e-12,1.0
9.497697753441306e-11,-11.044982805453154
7.598158202753046e-10,58.0134089776908
3.799079101376523e-09,-192.35030216167917
1.3296776854817831e-08,450.6718281138418
3.457161982252636e-08,-791.4795409089143
6.914323964505272e-08,1078.4474576668092
1.0865366229936857e-07,-1164.0643725370553
1.358170778742107e-07,1007.3198908330921
1.358170778742107e-07,-702.5849546071804
1.0865366229936857e-07,394.85280354279683
6.914323964505272e-08,-177.7357635271875
3.457161982252636e-08,63.27730171489085
1.329677685481783e-08,-17.43954068354234
3.799079101376522e-09,3.5923608076841145
7.598158202753045e-10,-0.5210468747508148
9.497697753441306e-11,0.04750229831143172
5.586881031436063e-12,-0.0020491170704715293